64.536583:0.000537 236.634140:0.004686 387.219513:0.000646 473.268280:0.000779 645.365845:0.000176 688.390259:0.000181 882.000000:0.000052 946.536560:0.000060 1032.585327:0.000015 1097.121948:0.000021 1204.682983:0.000020 1419.804932:0.000015 4711.170898:0.000011 9572.926758:0.000012 9788.048828:0.000012 10067.707031:0.000015 
21.512196:0.004498 215.121948:0.332111 451.756104:0.254034 559.317078:0.006272 602.341492:0.008170 688.390259:0.100044 838.975586:0.004097 925.024414:0.040738 1032.585327:0.005548 1183.170776:0.024538 1333.756104:0.004884 1441.317017:0.016690 1548.878052:0.007661 1656.438965:0.007726 1720.975586:0.004187 3312.877930:0.003059 
21.512196:0.003240 215.121948:0.298567 451.756104:0.170005 602.341492:0.006615 688.390259:0.052805 774.439026:0.009293 838.975586:0.003308 903.512207:0.018109 1140.146362:0.011017 1312.243896:0.003420 1376.780518:0.002373 1441.317017:0.007222 1548.878052:0.006510 1656.438965:0.003811 1742.487793:0.002420 3355.902344:0.001690 
21.512196:0.002731 215.121948:0.246406 430.243896:0.097054 666.878052:0.029578 774.439026:0.004384 903.512207:0.008435 1011.073181:0.003664 1118.634155:0.005777 1247.707275:0.001289 1312.243896:0.001732 1441.317017:0.002510 1548.878052:0.003868 1656.438965:0.001705 1742.487793:0.001078 2000.634155:0.000817 2043.658569:0.000799 
43.024391:0.002722 215.121948:0.195325 430.243896:0.059112 666.878052:0.014457 752.926819:0.002952 817.463440:0.001083 882.000000:0.003353 1011.073181:0.001587 1118.634155:0.002348 1204.682983:0.000978 1333.756104:0.000910 1441.317017:0.000818 1548.878052:0.001399 1634.926880:0.000693 1742.487793:0.000465 2000.634155:0.000461 
43.024391:0.002273 215.121948:0.152897 430.243896:0.037358 537.804871:0.000725 602.341492:0.000872 645.365845:0.007610 709.902466:0.001324 774.439026:0.000724 882.000000:0.001898 1011.073181:0.000887 1097.121948:0.000996 1204.682983:0.000549 1312.243896:0.000492 1462.829224:0.000308 1527.365845:0.000417 1570.390259:0.000362 
21.512196:0.001989 215.121948:0.116750 430.243896:0.026064 537.804871:0.001380 645.365845:0.006211 731.414612:0.000484 860.487793:0.001354 925.024414:0.000292 1011.073181:0.000508 1075.609741:0.000651 1140.146362:0.000310 1204.682983:0.000436 1312.243896:0.000213 1355.268311:0.000168 1527.365845:0.000236 1634.926880:0.000166 
21.512196:0.001676 215.121948:0.082471 430.243896:0.017581 537.804871:0.003640 645.365845:0.005368 752.926819:0.000504 838.975586:0.001008 903.512207:0.000692 1054.097534:0.000707 1204.682983:0.000486 3140.780518:0.000353 4668.146484:0.000408 5571.658691:0.000313 7636.829102:0.000394 7873.463379:0.000492 8217.658203:0.000313 
215.121948:0.050508 301.170746:0.004502 408.731720:0.011652 537.804871:0.008746 645.365845:0.005572 925.024414:0.002008 3484.975586:0.001865 4625.122070:0.002374 5593.170898:0.001849 5808.292480:0.002084 6130.975586:0.002623 7636.829102:0.001817 7894.975586:0.002263 8196.146484:0.002288 9486.877930:0.001827 9680.488281:0.002237 
215.121948:0.024804 408.731720:0.009849 537.804871:0.015693 645.365845:0.006206 2882.634033:0.005362 4582.097656:0.006169 5808.292480:0.006539 5958.877930:0.008252 6130.975586:0.008522 6389.122070:0.005325 7916.487793:0.006411 8088.585449:0.005695 8217.658203:0.008352 8540.341797:0.005555 9508.390625:0.006142 9680.488281:0.007677 
258.146332:0.010657 537.804871:0.022569 2904.146240:0.010879 4560.585449:0.013192 5679.219727:0.010427 5765.268066:0.011740 5937.365723:0.017283 6130.975586:0.016529 6389.122070:0.010469 7894.975586:0.010226 8088.585449:0.012244 8217.658203:0.018973 8540.341797:0.011042 9250.244141:0.011374 9529.902344:0.014170 9702.000000:0.014050 
537.804871:0.025458 3592.536621:0.016167 3678.585449:0.019940 4560.585449:0.023573 5743.755859:0.020663 5894.341309:0.030599 5980.390137:0.024148 6044.926758:0.021594 6130.975586:0.022099 8067.073242:0.017253 8131.609863:0.017719 8217.658203:0.029363 8282.195312:0.017254 8540.341797:0.016998 9529.902344:0.027783 9723.511719:0.024032 
559.317078:0.022870 3614.048828:0.026602 3678.585449:0.029645 4560.585449:0.031255 5571.658691:0.024094 5700.731934:0.028754 5894.341309:0.044224 5980.390137:0.028213 6044.926758:0.027445 6109.463379:0.024901 7830.438965:0.024333 8131.609863:0.024374 8217.658203:0.033293 8282.195312:0.023580 9529.902344:0.041201 9723.511719:0.034278 
3076.243896:0.027287 3614.048828:0.035093 3678.585449:0.032853 4410.000000:0.026460 4560.585449:0.031326 5593.170898:0.033001 5700.731934:0.033941 5894.341309:0.048169 6044.926758:0.028556 6109.463379:0.029968 7830.438965:0.027618 8174.634277:0.031926 8282.195312:0.027072 9529.902344:0.048568 9615.951172:0.027352 9723.511719:0.034369 
3614.048828:0.037363 3678.585449:0.028766 3936.731689:0.027933 4410.000000:0.025897 4582.097656:0.029028 5593.170898:0.036038 5700.731934:0.031319 5808.292480:0.033363 5894.341309:0.039280 6109.463379:0.032202 8174.634277:0.028446 8282.195312:0.025989 9357.804688:0.028887 9551.415039:0.043050 9615.951172:0.033842 9702.000000:0.036846 
3614.048828:0.029927 3850.682861:0.027590 3936.731689:0.025735 4173.365723:0.025362 4259.414551:0.025456 5593.170898:0.029754 5679.219727:0.027067 5808.292480:0.039652 6109.463379:0.029094 9336.292969:0.027930 9443.853516:0.025167 9508.390625:0.035625 9551.415039:0.031511 9680.488281:0.043011 9766.536133:0.028435 9938.633789:0.027512 
3678.585449:0.021468 3872.195068:0.034565 3958.243896:0.025462 4173.365723:0.028662 4259.414551:0.023638 5679.219727:0.028412 5808.292480:0.040112 6001.902344:0.024474 6130.975586:0.021560 9336.292969:0.022272 9422.341797:0.029898 9486.877930:0.034068 9680.488281:0.043561 9766.536133:0.039628 9809.560547:0.022312 9938.633789:0.033303 
3463.463379:0.024777 3657.073242:0.026060 3872.195068:0.034915 3958.243896:0.027562 4108.829102:0.026995 4173.365723:0.027025 5657.707520:0.025777 5808.292480:0.034380 5980.390137:0.024929 9422.341797:0.032115 9486.877930:0.027295 9572.926758:0.026522 9680.488281:0.037466 9745.024414:0.053946 9809.560547:0.024693 9938.633789:0.033906 
3463.463379:0.030765 3678.585449:0.027133 3786.146240:0.034379 3872.195068:0.025493 3979.756104:0.037178 4108.829102:0.031272 4173.365723:0.023760 4323.951172:0.019291 5657.707520:0.023754 5808.292480:0.027768 5980.390137:0.024715 9422.341797:0.030112 9572.926758:0.030289 9745.024414:0.061063 9831.073242:0.026214 9938.633789:0.027200 
3463.463379:0.030839 3678.585449:0.025870 3786.146240:0.037379 4001.268311:0.046208 4108.829102:0.029371 4173.365723:0.025590 5786.780273:0.025528 5980.390137:0.021895 9422.341797:0.026253 9465.366211:0.022288 9551.415039:0.026367 9615.951172:0.024825 9745.024414:0.054343 9809.560547:0.024140 9852.584961:0.026445 9917.122070:0.023404 
3484.975586:0.024732 3614.048828:0.026048 3764.634033:0.041103 3829.170654:0.022923 3915.219482:0.022141 4001.268311:0.048125 4108.829102:0.023382 4173.365723:0.032425 9314.780273:0.022070 9422.341797:0.023189 9508.390625:0.026655 9637.463867:0.034191 9680.488281:0.023872 9745.024414:0.039543 9852.584961:0.026632 9917.122070:0.024515 
3484.975586:0.029721 3614.048828:0.029621 3764.634033:0.037278 3850.682861:0.027468 3936.731689:0.035680 4001.268311:0.040259 4173.365723:0.038242 4539.073242:0.018724 5980.390137:0.018020 9293.268555:0.022213 9422.341797:0.019086 9486.877930:0.032291 9637.463867:0.042737 9788.048828:0.024136 9852.584961:0.026946 9917.122070:0.022733 
3506.487793:0.031680 3614.048828:0.027376 3678.585449:0.016103 3764.634033:0.028992 3850.682861:0.034370 3936.731689:0.047315 3979.756104:0.026909 4173.365723:0.036560 4560.585449:0.019207 6023.414551:0.015277 9293.268555:0.019647 9486.877930:0.030087 9637.463867:0.044154 9723.511719:0.016610 9852.584961:0.026598 9938.633789:0.021503 
3506.487793:0.029666 3614.048828:0.023727 3700.097656:0.019284 3743.122070:0.020824 3850.682861:0.034810 3936.731689:0.048408 4022.780518:0.019084 4151.853516:0.030744 4237.902344:0.016654 4560.585449:0.017355 6023.414551:0.014712 9271.755859:0.015568 9486.877930:0.019975 9637.463867:0.034668 9874.097656:0.023307 9938.633789:0.020812 
193.609756:0.025822 3506.487793:0.021558 3614.048828:0.019935 3678.585449:0.024926 3743.122070:0.015071 3829.170654:0.028441 3958.243896:0.042689 4022.780518:0.018962 4151.853516:0.025380 4216.390137:0.022642 4388.487793:0.016030 9594.439453:0.027685 9637.463867:0.020749 9809.560547:0.015071 9874.097656:0.018890 9938.633789:0.014865 
193.609756:0.101828 408.731720:0.033049 3011.707275:0.014220 3528.000000:0.018046 3614.048828:0.017946 3678.585449:0.029303 3743.122070:0.017089 3807.658447:0.023086 3872.195068:0.017823 3958.243896:0.032824 4130.341309:0.023210 4173.365723:0.014110 4216.390137:0.023233 4388.487793:0.017043 9572.926758:0.021793 9658.975586:0.015341 
64.536583:0.010731 193.609756:0.242146 408.731720:0.076016 580.829285:0.014140 3011.707275:0.014974 3205.317139:0.010114 3528.000000:0.013549 3614.048828:0.016254 3700.097656:0.027462 3807.658447:0.021964 3872.195068:0.013864 3958.243896:0.019360 4130.341309:0.020180 4216.390137:0.018086 4388.487793:0.014995 9551.415039:0.013052 
64.536583:0.012826 193.609756:0.421634 387.219513:0.133612 580.829285:0.022351 3011.707275:0.012540 3420.438965:0.008811 3528.000000:0.009682 3635.561035:0.016235 3743.122070:0.028164 3807.658447:0.020045 3936.731689:0.012349 4001.268311:0.012884 4065.804932:0.009362 4130.341309:0.015927 4194.877930:0.014002 4366.975586:0.011148 
64.536583:0.011478 193.609756:0.592117 387.219513:0.205458 580.829285:0.034566 3054.731689:0.013668 3183.804932:0.011914 3506.487793:0.009195 3635.561035:0.012291 3743.122070:0.024871 3829.170654:0.019737 3893.707275:0.009481 3936.731689:0.012059 3979.756104:0.009323 4065.804932:0.012312 4108.829102:0.011785 4173.365723:0.011248 
129.073166:0.026431 193.609756:0.709133 387.219513:0.266265 580.829285:0.050181 2796.585449:0.011359 2861.122070:0.011552 3054.731689:0.019931 3183.804932:0.017155 3377.414551:0.011166 3764.634033:0.016551 3829.170654:0.017257 3893.707275:0.011959 3979.756104:0.010939 4065.804932:0.014122 4108.829102:0.012520 4323.951172:0.009873 
193.609756:0.755950 387.219513:0.301974 580.829285:0.064610 752.926819:0.012817 2796.585449:0.014120 2947.170654:0.012611 3011.707275:0.019445 3054.731689:0.021747 3183.804932:0.024263 3377.414551:0.015553 3764.634033:0.012087 3829.170654:0.011438 3893.707275:0.013981 3979.756104:0.011834 4065.804932:0.013979 4323.951172:0.012859 
193.609756:0.749900 387.219513:0.306481 559.317078:0.083563 752.926819:0.016125 946.536560:0.011003 2796.585449:0.015031 2990.195068:0.024401 3183.804932:0.027371 3312.877930:0.013699 3377.414551:0.015860 3764.634033:0.009401 3893.707275:0.013993 3979.756104:0.011206 4087.317139:0.013740 4151.853516:0.007987 4302.438965:0.013805 
193.609756:0.720034 279.658539:0.008538 365.707306:0.302091 559.317078:0.110739 752.926819:0.017552 925.024414:0.015453 2796.585449:0.013261 2968.682861:0.027107 3076.243896:0.014193 3140.780518:0.030843 3312.877930:0.019869 3355.902344:0.013991 3893.707275:0.010790 3979.756104:0.009546 4108.829102:0.012623 4280.926758:0.011322 
193.609756:0.680516 365.707306:0.351832 559.317078:0.129106 731.414612:0.023853 925.024414:0.019375 1097.121948:0.007692 2753.561035:0.011289 2947.170654:0.024478 3119.268311:0.034677 3291.365967:0.023710 3463.463379:0.008814 3872.195068:0.007765 3979.756104:0.007024 4108.829102:0.009638 4151.853516:0.006956 4259.414551:0.010353 
193.609756:0.640502 365.707306:0.383918 559.317078:0.135594 731.414612:0.029610 903.512207:0.021401 1097.121948:0.010002 2559.951172:0.006637 2732.048828:0.010028 2925.658447:0.019954 3119.268311:0.034944 3291.365967:0.029928 3463.463379:0.013226 3872.195068:0.006339 4108.829102:0.006628 4173.365723:0.007738 4259.414551:0.009894 
172.097565:0.626127 365.707306:0.401158 537.804871:0.139292 731.414612:0.034259 903.512207:0.028029 1097.121948:0.011883 2344.829346:0.004511 2538.438965:0.006622 2732.048828:0.008719 2925.658447:0.015508 3097.756104:0.030685 3291.365967:0.029309 3463.463379:0.015152 3635.561035:0.005333 4173.365723:0.007075 4259.414551:0.007048 
172.097565:0.640306 365.707306:0.410001 537.804871:0.149401 731.414612:0.037490 903.512207:0.033495 1097.121948:0.013991 2172.731689:0.004717 2344.829346:0.004419 2538.438965:0.005219 2710.536621:0.006156 2904.146240:0.011342 3097.756104:0.023676 3269.853760:0.025220 3463.463379:0.014929 3635.561035:0.005576 4194.877930:0.005564 
172.097565:0.647798 279.658539:0.006974 365.707306:0.413380 537.804871:0.149509 731.414612:0.038439 903.512207:0.036658 1097.121948:0.016534 1269.219482:0.004457 2000.634155:0.004508 2172.731689:0.004832 2710.536621:0.004039 2904.146240:0.006632 3097.756104:0.014397 3269.853760:0.018732 3463.463379:0.012878 3635.561035:0.004950 
172.097565:0.653864 365.707306:0.408366 537.804871:0.141624 623.853638:0.004662 731.414612:0.036550 925.024414:0.040486 1097.121948:0.018456 1269.219482:0.004342 2000.634155:0.004619 2172.731689:0.004203 2904.146240:0.003302 3097.756104:0.007716 3291.365967:0.012696 3463.463379:0.009563 3635.561035:0.003439 8260.682617:0.003282 
193.609756:0.684030 365.707306:0.389252 430.243896:0.011349 473.268280:0.005518 559.317078:0.125610 731.414612:0.031690 925.024414:0.046220 989.560974:0.003925 1097.121948:0.017938 1290.731689:0.004619 1462.829224:0.002958 2000.634155:0.003901 2194.243896:0.003719 3119.268311:0.003649 3291.365967:0.008265 3463.463379:0.005893 
107.560974:0.011122 193.609756:0.750925 365.707306:0.351182 430.243896:0.015316 559.317078:0.126767 731.414612:0.023773 795.951233:0.003989 925.024414:0.045857 1118.634155:0.015310 1290.731689:0.004011 1484.341431:0.002844 2022.146362:0.003140 2194.243896:0.002827 3119.268311:0.002308 3291.365967:0.004706 3484.975586:0.003495 
21.512196:0.002787 86.048782:0.009987 193.609756:0.827080 365.707306:0.291686 559.317078:0.116730 666.878052:0.002033 752.926819:0.019328 946.536560:0.043095 1032.585327:0.002261 1118.634155:0.013385 1312.243896:0.003905 1527.365845:0.003149 2022.146362:0.001993 2215.756104:0.001932 2280.292725:0.002037 3291.365967:0.002469 
21.512196:0.006009 86.048782:0.011185 193.609756:0.895366 387.219513:0.260041 580.829285:0.093162 774.439026:0.016206 946.536560:0.043386 1140.146362:0.010694 1333.756104:0.003935 1527.365845:0.003688 1720.975586:0.001395 2108.195068:0.001985 2172.731689:0.001182 2301.804932:0.002189 2495.414551:0.001423 3291.365967:0.001257 
86.048782:0.011338 193.609756:0.937857 301.170746:0.013213 387.219513:0.265918 580.829285:0.088873 709.902466:0.003073 774.439026:0.016593 968.048767:0.039888 1161.658569:0.007871 1355.268311:0.003526 1548.878052:0.003476 1720.975586:0.001284 2108.195068:0.001873 2301.804932:0.001996 2387.853760:0.001566 2495.414551:0.001263 
86.048782:0.010225 193.609756:0.945547 387.219513:0.248359 602.341492:0.067471 688.390259:0.002226 795.951233:0.016804 989.560974:0.033512 1075.609741:0.001794 1183.170776:0.006437 1398.292725:0.003447 1591.902466:0.003251 2000.634155:0.001247 2108.195068:0.001368 2194.243896:0.001625 2301.804932:0.001435 2387.853760:0.001991 
86.048782:0.010172 193.609756:0.918951 301.170746:0.009717 408.731720:0.248682 602.341492:0.067229 817.463440:0.016739 989.560974:0.030141 1075.609741:0.003177 1204.682983:0.006247 1419.804932:0.003817 1613.414673:0.003470 1828.536621:0.001199 2022.146362:0.001485 2215.756104:0.001898 2301.804932:0.001217 2409.365967:0.002099 
86.048782:0.010889 193.609756:0.859722 322.682922:0.006411 408.731720:0.277926 602.341492:0.054670 817.463440:0.019009 1011.073181:0.024702 1118.634155:0.001440 1226.195068:0.005904 1441.317017:0.003955 1634.926880:0.003094 1828.536621:0.001070 2043.658569:0.001557 2258.780518:0.001856 2301.804932:0.001545 2430.877930:0.001816 
43.024391:0.008994 215.121948:0.917932 408.731720:0.273926 537.804871:0.003607 623.853638:0.054766 838.975586:0.018997 1032.585327:0.018603 1247.707275:0.004933 1441.317017:0.003805 1634.926880:0.002449 2086.682861:0.001510 2301.804932:0.001841 2366.341553:0.001038 2409.365967:0.001251 2452.390137:0.001580 2495.414551:0.001406 
43.024391:0.009123 86.048782:0.008322 215.121948:0.977866 344.195129:0.012573 430.243896:0.255596 623.853638:0.045713 838.975586:0.018092 1054.097534:0.014398 1247.707275:0.004108 1462.829224:0.003378 1677.951172:0.001926 2108.195068:0.001526 2194.243896:0.001028 2301.804932:0.001781 2452.390137:0.001063 2495.414551:0.001277 
43.024391:0.009298 215.121948:1.000000 322.682922:0.010084 430.243896:0.272713 645.365845:0.042283 860.487793:0.019893 968.048767:0.001408 1075.609741:0.011096 1290.731689:0.003149 1505.853638:0.002791 1699.463379:0.001467 2108.195068:0.001268 2194.243896:0.001248 2323.317139:0.001339 2387.853760:0.001265 2516.926758:0.000924 
43.024391:0.009169 129.073166:0.010847 215.121948:0.983026 430.243896:0.248493 516.292664:0.009073 666.878052:0.035184 795.951233:0.002897 882.000000:0.020262 1097.121948:0.008838 1312.243896:0.002916 1548.878052:0.002814 1742.487793:0.001074 1979.121948:0.000826 2215.756104:0.001369 2344.829346:0.000978 2430.877930:0.001371 
43.024391:0.009269 107.560974:0.011881 215.121948:0.931883 322.682922:0.012088 451.756104:0.221346 580.829285:0.003376 666.878052:0.034546 795.951233:0.002276 882.000000:0.018434 1118.634155:0.006917 1333.756104:0.002584 1548.878052:0.002669 1764.000000:0.000930 2022.146362:0.000865 2237.268311:0.001225 2430.877930:0.001237 
43.024391:0.009167 107.560974:0.011883 215.121948:0.853047 344.195129:0.008447 451.756104:0.209109 537.804871:0.004662 688.390259:0.025828 903.512207:0.018925 1011.073181:0.001069 1118.634155:0.005389 1355.268311:0.002254 1570.390259:0.002374 2043.658569:0.000839 2237.268311:0.001024 2430.877930:0.000884 2495.414551:0.000914 
43.024391:0.010287 129.073166:0.012424 236.634140:0.811564 322.682922:0.011097 451.756104:0.169643 688.390259:0.022975 817.463440:0.002077 925.024414:0.016719 1140.146362:0.004170 1376.780518:0.001822 1591.902466:0.001700 2043.658569:0.000674 2086.682861:0.000670 2258.780518:0.000735 2323.317139:0.000925 2516.926758:0.000768 
43.024391:0.011220 107.560974:0.009000 150.585373:0.016021 236.634140:0.734351 451.756104:0.121296 688.390259:0.016789 925.024414:0.014588 1075.609741:0.001223 1161.658569:0.002906 1333.756104:0.000592 1398.292725:0.001375 1613.414673:0.001200 2043.658569:0.000421 2086.682861:0.000615 2323.317139:0.000937 2516.926758:0.000559 
43.024391:0.011470 236.634140:0.587868 344.195129:0.005738 387.219513:0.012302 473.268280:0.085224 623.853638:0.002257 709.902466:0.012265 795.951233:0.001134 925.024414:0.010108 1011.073181:0.001167 1054.097534:0.001191 1097.121948:0.001215 1161.658569:0.001802 1398.292725:0.000980 1634.926880:0.000674 2323.317139:0.000755 
43.024391:0.009889 236.634140:0.416935 322.682922:0.004427 387.219513:0.008586 473.268280:0.053952 602.341492:0.001011 709.902466:0.008477 795.951233:0.001193 925.024414:0.006065 1032.585327:0.001267 1097.121948:0.001534 1161.658569:0.000948 1290.731689:0.000351 1398.292725:0.000584 2086.682861:0.000373 2323.317139:0.000500 
