64.536583:0.000537 236.634140:0.004686 387.219513:0.000646 473.268280:0.000779 645.365845:0.000176 688.390259:0.000181 882.000000:0.000052 946.536560:0.000060 1032.585327:0.000015 1097.121948:0.000021 1204.682983:0.000020 1419.804932:0.000015 4711.170898:0.000011 9572.926758:0.000012 9788.048828:0.000012 10067.707031:0.000015 
344.195129:0.001301 387.219513:0.002952 473.268280:0.001828 666.878052:0.002724 731.414612:0.001772 795.951233:0.003273 838.975586:0.003484 925.024414:0.003410 968.048767:0.002350 1032.585327:0.003088 1075.609741:0.003372 1183.170776:0.002586 2086.682861:0.001813 2129.707275:0.001470 2280.292725:0.001349 2366.341553:0.001506 
387.219513:0.002353 494.780487:0.002501 666.878052:0.003094 709.902466:0.001211 795.951233:0.002307 838.975586:0.003495 882.000000:0.002604 925.024414:0.003212 1032.585327:0.003781 1097.121948:0.002101 1204.682983:0.002958 1290.731689:0.001201 1893.073120:0.001061 2086.682861:0.001163 2366.341553:0.001439 2516.926758:0.001289 
408.731720:0.002121 494.780487:0.002816 666.878052:0.003140 752.926819:0.002293 795.951233:0.001723 838.975586:0.003347 882.000000:0.002980 925.024414:0.004044 1054.097534:0.003826 1118.634155:0.001699 1161.658569:0.001384 1204.682983:0.003022 1613.414673:0.001212 2366.341553:0.001116 2516.926758:0.001505 4496.048828:0.001012 
430.243896:0.002415 494.780487:0.002856 559.317078:0.001381 666.878052:0.002710 752.926819:0.002463 838.975586:0.003474 925.024414:0.004373 989.560974:0.002945 1054.097534:0.003967 1118.634155:0.001511 1226.195068:0.003466 1613.414673:0.001219 1699.463379:0.001127 2516.926758:0.001576 4431.512207:0.001252 4625.122070:0.001232 
430.243896:0.002726 494.780487:0.003171 580.829285:0.001917 623.853638:0.001645 688.390259:0.002833 752.926819:0.002655 795.951233:0.001603 838.975586:0.003926 882.000000:0.004030 946.536560:0.004941 989.560974:0.003747 1054.097534:0.003686 1118.634155:0.001769 1226.195068:0.003703 2516.926758:0.001410 4431.512207:0.001397 
301.170746:0.001770 473.268280:0.004695 580.829285:0.002691 623.853638:0.001757 688.390259:0.003003 731.414612:0.003650 795.951233:0.002022 882.000000:0.005462 946.536560:0.005469 989.560974:0.004885 1054.097534:0.003745 1097.121948:0.002886 1226.195068:0.003746 1269.219482:0.001380 2538.438965:0.001442 4431.512207:0.001439 
193.609756:0.006636 387.219513:0.002840 473.268280:0.006168 580.829285:0.003840 688.390259:0.002973 731.414612:0.005405 795.951233:0.003247 882.000000:0.006127 946.536560:0.005218 989.560974:0.006814 1054.097534:0.005576 1097.121948:0.005504 1161.658569:0.003236 1226.195068:0.004349 1269.219482:0.001778 1376.780518:0.002117 
107.560974:0.003594 193.609756:0.022740 301.170746:0.004018 387.219513:0.010581 473.268280:0.007909 580.829285:0.006844 752.926819:0.009158 838.975586:0.005560 903.512207:0.006391 989.560974:0.009339 1054.097534:0.008042 1097.121948:0.007610 1161.658569:0.005516 1226.195068:0.004977 1376.780518:0.002893 1591.902466:0.001827 
21.512196:0.003378 193.609756:0.062784 387.219513:0.036397 451.756104:0.012415 494.780487:0.007970 580.829285:0.015793 645.365845:0.003880 709.902466:0.006155 774.439026:0.017599 838.975586:0.005884 903.512207:0.005561 989.560974:0.010757 1075.609741:0.010219 1161.658569:0.007060 1226.195068:0.005120 1419.804932:0.003528 
43.024391:0.007281 193.609756:0.132677 387.219513:0.093391 559.317078:0.034300 709.902466:0.011689 774.439026:0.025350 882.000000:0.006967 968.048767:0.009159 1011.073181:0.009632 1075.609741:0.009720 1161.658569:0.006843 1312.243896:0.001950 1419.804932:0.003425 1591.902466:0.002127 2215.756104:0.001567 8153.122070:0.001834 
43.024391:0.009172 86.048782:0.010159 193.609756:0.219288 387.219513:0.173014 559.317078:0.070024 752.926819:0.036976 882.000000:0.008437 946.536560:0.008541 1011.073181:0.008266 1054.097534:0.007726 1097.121948:0.006715 1140.146362:0.005461 1226.195068:0.003443 1441.317017:0.002712 1613.414673:0.001589 7916.487793:0.001749 
64.536583:0.010457 107.560974:0.014530 193.609756:0.293692 365.707306:0.272961 537.804871:0.105745 731.414612:0.048802 838.975586:0.008821 903.512207:0.012593 1011.073181:0.006399 1054.097534:0.006315 1097.121948:0.005479 1140.146362:0.004467 1226.195068:0.002566 1462.829224:0.001675 7894.975586:0.001738 7959.512207:0.001863 
86.048782:0.011056 193.609756:0.325243 365.707306:0.367025 537.804871:0.158596 709.902466:0.059752 838.975586:0.013329 903.512207:0.017202 989.560974:0.006013 1054.097534:0.006514 1140.146362:0.003688 1226.195068:0.002205 3571.024414:0.001379 4582.097656:0.001700 7894.975586:0.002043 7959.512207:0.002361 8067.073242:0.001359 
172.097565:0.353204 365.707306:0.397348 537.804871:0.188631 709.902466:0.070050 882.000000:0.023603 1011.073181:0.007101 1075.609741:0.007743 1140.146362:0.002704 1204.682983:0.002612 4388.487793:0.001829 4496.048828:0.001517 4560.585449:0.002563 7744.390137:0.001609 7894.975586:0.001834 7959.512207:0.002566 8067.073242:0.001910 
172.097565:0.387247 344.195129:0.444962 516.292664:0.236264 688.390259:0.082724 795.951233:0.016240 860.487793:0.032915 1011.073181:0.008924 1075.609741:0.008368 1204.682983:0.002815 4280.926758:0.001738 4388.487793:0.001996 4496.048828:0.001775 4560.585449:0.003014 7744.390137:0.001770 7959.512207:0.002363 8067.073242:0.002106 
172.097565:0.395637 344.195129:0.451467 516.292664:0.254108 666.878052:0.091536 838.975586:0.040929 1011.073181:0.009665 1075.609741:0.006657 1226.195068:0.002238 3506.487793:0.001684 4280.926758:0.001746 4410.000000:0.001874 4539.073242:0.002622 7658.341309:0.001775 7873.463379:0.001814 7959.512207:0.001873 8067.073242:0.002011 
21.512196:0.022727 172.097565:0.380814 322.682922:0.429133 494.780487:0.305010 645.365845:0.103013 817.463440:0.052499 946.536560:0.014564 1097.121948:0.006378 1161.658569:0.001956 1226.195068:0.002405 3334.390137:0.001768 4431.512207:0.001737 4517.561035:0.002831 7873.463379:0.002299 8067.073242:0.001852 8196.146484:0.001816 
21.512196:0.016889 150.585373:0.351088 322.682922:0.471215 494.780487:0.306151 645.365845:0.123601 795.951233:0.057928 946.536560:0.024575 1097.121948:0.006820 1161.658569:0.002310 1226.195068:0.002435 3355.902344:0.001969 3398.926758:0.001777 4517.561035:0.002668 7873.463379:0.002417 7959.512207:0.001951 8196.146484:0.001904 
21.512196:0.011568 86.048782:0.007091 150.585373:0.384368 322.682922:0.451279 473.268280:0.365520 623.853638:0.126657 795.951233:0.063890 946.536560:0.031888 1097.121948:0.007798 1161.658569:0.001998 1226.195068:0.002604 3355.902344:0.001917 4517.561035:0.002242 7873.463379:0.002261 7959.512207:0.002417 8389.755859:0.002040 
150.585373:0.400819 301.170746:0.422669 473.268280:0.364314 623.853638:0.135279 774.439026:0.063030 925.024414:0.036757 1075.609741:0.010795 1183.170776:0.002779 1226.195068:0.003457 4517.561035:0.002083 7873.463379:0.002271 7916.487793:0.002012 7959.512207:0.002567 8174.634277:0.002168 8368.244141:0.002264 9615.951172:0.002004 
64.536583:0.002588 150.585373:0.406999 301.170746:0.469169 451.756104:0.373106 602.341492:0.117758 774.439026:0.062829 925.024414:0.045342 1054.097534:0.016093 1183.170776:0.004901 1355.268311:0.002243 4496.048828:0.002566 7873.463379:0.002483 7959.512207:0.002364 8174.634277:0.002770 8368.244141:0.002652 9852.584961:0.002198 
21.512196:0.006948 150.585373:0.406389 301.170746:0.487676 451.756104:0.397619 602.341492:0.123083 752.926819:0.056929 903.512207:0.049357 1054.097534:0.022942 1183.170776:0.008581 1355.268311:0.002364 4496.048828:0.002676 7894.975586:0.002856 8024.048828:0.002408 8174.634277:0.003049 8368.244141:0.002641 9831.073242:0.002629 
43.024391:0.008923 150.585373:0.400329 301.170746:0.478249 451.756104:0.369879 602.341492:0.103146 752.926819:0.049217 903.512207:0.051257 1032.585327:0.027540 1183.170776:0.012777 1312.243896:0.003687 1376.780518:0.002239 7894.975586:0.003079 8045.561035:0.002626 8174.634277:0.002643 8368.244141:0.002260 9809.560547:0.003438 
43.024391:0.013315 150.585373:0.390979 301.170746:0.446094 430.243896:0.372747 580.829285:0.100013 731.414612:0.041334 882.000000:0.045818 1032.585327:0.032399 1161.658569:0.016215 1312.243896:0.006222 1441.317017:0.002473 3312.877930:0.002683 4474.536621:0.002375 7873.463379:0.003413 8045.561035:0.002756 9809.560547:0.003703 
64.536583:0.014628 150.585373:0.379177 279.658539:0.441887 430.243896:0.393492 580.829285:0.090634 731.414612:0.033486 882.000000:0.040653 1011.073181:0.032240 1161.658569:0.019636 1290.731689:0.008212 1441.317017:0.004177 1570.390259:0.002864 3291.365967:0.002628 7873.463379:0.003667 8045.561035:0.002391 9788.048828:0.003258 
43.024391:0.016584 150.585373:0.365024 279.658539:0.456539 430.243896:0.374094 494.780487:0.017533 580.829285:0.074931 709.902466:0.026267 860.487793:0.030839 1011.073181:0.032024 1161.658569:0.019207 1290.731689:0.009442 1441.317017:0.005380 1570.390259:0.003939 3183.804932:0.002748 7873.463379:0.003288 9788.048828:0.002637 
21.512196:0.015228 150.585373:0.342007 279.658539:0.430760 430.243896:0.320976 559.317078:0.067574 709.902466:0.022251 774.439026:0.002538 860.487793:0.023211 1011.073181:0.024658 1161.658569:0.015276 1290.731689:0.008754 1441.317017:0.005497 1570.390259:0.004415 3011.707275:0.002423 3183.804932:0.003458 7873.463379:0.002427 
21.512196:0.015587 150.585373:0.300800 279.658539:0.368690 430.243896:0.245728 559.317078:0.053191 709.902466:0.016862 860.487793:0.014206 1011.073181:0.015022 1140.146362:0.010444 1290.731689:0.006498 1355.268311:0.003099 1441.317017:0.004337 1570.390259:0.004030 3011.707275:0.001920 3183.804932:0.003226 4431.512207:0.001879 
43.024391:0.011817 150.585373:0.240013 279.658539:0.286629 430.243896:0.164984 559.317078:0.037304 709.902466:0.011948 838.975586:0.008436 903.512207:0.002999 989.560974:0.009097 1140.146362:0.005995 1226.195068:0.002955 1269.219482:0.004641 1355.268311:0.002030 1441.317017:0.002480 1570.390259:0.002955 3183.804932:0.002295 
43.024391:0.008167 150.585373:0.169892 279.658539:0.202462 430.243896:0.096935 559.317078:0.025702 709.902466:0.007860 838.975586:0.005217 925.024414:0.001447 989.560974:0.004963 1032.585327:0.001914 1097.121948:0.001824 1140.146362:0.002866 1269.219482:0.003491 1376.780518:0.001305 1462.829224:0.001214 1548.878052:0.001953 
43.024391:0.005307 150.585373:0.105843 279.658539:0.128969 344.195129:0.011589 430.243896:0.053310 494.780487:0.006478 559.317078:0.019204 709.902466:0.005235 860.487793:0.003406 989.560974:0.002986 1118.634155:0.002000 1183.170776:0.001239 1269.219482:0.002850 1398.292725:0.001224 1462.829224:0.000898 1548.878052:0.001183 
64.536583:0.005829 150.585373:0.057757 279.658539:0.072698 430.243896:0.029352 537.804871:0.012987 645.365845:0.003902 688.390259:0.004320 752.926819:0.003537 817.463440:0.001933 860.487793:0.002340 989.560974:0.002239 1054.097534:0.001429 1118.634155:0.003064 1269.219482:0.002097 1462.829224:0.001293 1677.951172:0.001138 
150.585373:0.027088 301.170746:0.035954 387.219513:0.012010 430.243896:0.017255 537.804871:0.014451 623.853638:0.007676 688.390259:0.005255 752.926819:0.004366 817.463440:0.002161 968.048767:0.003552 1097.121948:0.003475 1484.341431:0.002485 1699.463379:0.002929 1850.048828:0.001941 4410.000000:0.002227 4517.561035:0.001846 
150.585373:0.009646 322.682922:0.016383 430.243896:0.013246 516.292664:0.014245 623.853638:0.010813 817.463440:0.002904 968.048767:0.004869 1075.609741:0.004209 1484.341431:0.005048 1699.463379:0.004958 1850.048828:0.004021 2022.146362:0.002992 4280.926758:0.002697 4410.000000:0.003978 4711.170898:0.002749 4818.731934:0.002839 
344.195129:0.008500 430.243896:0.012259 516.292664:0.011965 559.317078:0.007204 623.853638:0.012069 688.390259:0.004364 731.414612:0.004559 968.048767:0.006130 1075.609741:0.005536 1484.341431:0.008037 1677.951172:0.006522 1850.048828:0.005948 2043.658569:0.004494 4216.390137:0.004493 4410.000000:0.005234 4711.170898:0.004383 
430.243896:0.011659 494.780487:0.012464 559.317078:0.008907 623.853638:0.011141 968.048767:0.007265 1075.609741:0.006316 1462.829224:0.010086 1613.414673:0.005581 1677.951172:0.009417 1742.487793:0.006019 1850.048828:0.006561 2043.658569:0.005900 4216.390137:0.005409 4280.926758:0.005260 4410.000000:0.005896 4711.170898:0.005682 
430.243896:0.010729 494.780487:0.015244 559.317078:0.008988 623.853638:0.007238 989.560974:0.007970 1075.609741:0.007189 1183.170776:0.005811 1462.829224:0.011902 1677.951172:0.011883 1720.975586:0.007586 1871.561035:0.007035 2043.658569:0.006325 4280.926758:0.005487 4410.000000:0.005735 4625.122070:0.006015 4711.170898:0.006257 
473.268280:0.018212 537.804871:0.006929 602.341492:0.005891 666.878052:0.006608 989.560974:0.009135 1075.609741:0.007962 1269.219482:0.005301 1333.756104:0.006594 1419.804932:0.009026 1462.829224:0.011879 1677.951172:0.011828 1785.512207:0.005839 1893.073120:0.006311 2043.658569:0.005717 4625.122070:0.006162 4711.170898:0.005692 
473.268280:0.020497 537.804871:0.006411 580.829285:0.008111 666.878052:0.007902 1011.073181:0.009234 1075.609741:0.008696 1269.219482:0.005078 1333.756104:0.007504 1398.292725:0.009539 1462.829224:0.011166 1634.926880:0.012790 1699.463379:0.012073 1785.512207:0.006086 1893.073120:0.005309 4560.585449:0.005015 4625.122070:0.005210 
473.268280:0.018056 537.804871:0.005240 580.829285:0.009712 666.878052:0.007427 860.487793:0.003957 1011.073181:0.010733 1054.097534:0.008702 1204.682983:0.004525 1269.219482:0.004473 1333.756104:0.007999 1398.292725:0.007846 1462.829224:0.010841 1634.926880:0.011710 1699.463379:0.010849 1785.512207:0.005278 4646.634277:0.004023 
408.731720:0.003622 473.268280:0.012101 580.829285:0.010816 645.365845:0.007252 860.487793:0.004978 925.024414:0.006571 1011.073181:0.014393 1054.097534:0.007567 1204.682983:0.005964 1333.756104:0.007632 1462.829224:0.010459 1548.878052:0.003618 1634.926880:0.009012 1699.463379:0.007806 1764.000000:0.003861 1807.024414:0.003738 
451.756104:0.007994 516.292664:0.006052 580.829285:0.011423 645.365845:0.005181 817.463440:0.002524 903.512207:0.011106 1011.073181:0.021624 1097.121948:0.007155 1183.170776:0.009181 1333.756104:0.005973 1462.829224:0.009069 1548.878052:0.003477 1634.926880:0.006270 1699.463379:0.004927 4539.073242:0.002425 9615.951172:0.003076 
236.634140:0.005627 430.243896:0.007538 516.292664:0.004913 580.829285:0.010436 666.878052:0.003515 817.463440:0.002922 903.512207:0.013662 1011.073181:0.029165 1118.634155:0.010402 1183.170776:0.013792 1355.268311:0.006033 1462.829224:0.006360 1527.365845:0.003745 1634.926880:0.004114 1720.975586:0.002857 9615.951172:0.003236 
258.146332:0.019821 451.756104:0.010802 494.780487:0.010249 580.829285:0.008532 752.926819:0.005049 903.512207:0.012897 1011.073181:0.031682 1118.634155:0.013846 1183.170776:0.018174 1269.219482:0.002541 1355.268311:0.004286 1419.804932:0.004152 1462.829224:0.004098 1527.365845:0.003462 4323.951172:0.002836 9615.951172:0.003090 
64.536583:0.004356 258.146332:0.063712 387.219513:0.003526 473.268280:0.027844 602.341492:0.006181 666.878052:0.004057 731.414612:0.013718 882.000000:0.009404 989.560974:0.030516 1161.658569:0.022330 1419.804932:0.004846 1462.829224:0.003265 1570.390259:0.002806 4151.853516:0.002843 4302.438965:0.003724 9637.463867:0.003426 
86.048782:0.007716 258.146332:0.158852 473.268280:0.066192 623.853638:0.005223 731.414612:0.034748 817.463440:0.004741 882.000000:0.007564 925.024414:0.010464 968.048767:0.029587 1097.121948:0.010606 1161.658569:0.028861 1226.195068:0.008399 1419.804932:0.004801 4151.853516:0.003352 4302.438965:0.003825 9637.463867:0.003082 
107.560974:0.013239 258.146332:0.300604 494.780487:0.142838 731.414612:0.074261 968.048767:0.049099 1097.121948:0.010653 1161.658569:0.027675 1226.195068:0.010508 1333.756104:0.003159 1441.317017:0.004137 1570.390259:0.002128 4087.317139:0.002569 4151.853516:0.003141 4259.414551:0.002256 4302.438965:0.003328 9658.975586:0.002401 
107.560974:0.016066 258.146332:0.453107 494.780487:0.242230 731.414612:0.127248 968.048767:0.072869 1097.121948:0.009586 1161.658569:0.020795 1226.195068:0.012267 1269.219482:0.004292 1355.268311:0.003126 1419.804932:0.002705 1462.829224:0.004270 4087.317139:0.002030 4151.853516:0.002571 4237.902344:0.002232 4302.438965:0.002624 
107.560974:0.014633 258.146332:0.570110 387.219513:0.009372 494.780487:0.337772 731.414612:0.178222 838.975586:0.007457 968.048767:0.093418 1140.146362:0.013438 1226.195068:0.014557 1355.268311:0.002618 1484.341431:0.004048 1720.975586:0.002285 4151.853516:0.001902 4259.414551:0.001899 4302.438965:0.001911 4345.463379:0.001710 
107.560974:0.010938 150.585373:0.008388 258.146332:0.622033 365.707306:0.010310 430.243896:0.027771 494.780487:0.404033 580.829285:0.010879 666.878052:0.009285 731.414612:0.210987 838.975586:0.005262 989.560974:0.115299 1140.146362:0.007347 1226.195068:0.017006 1484.341431:0.004750 1720.975586:0.002801 4259.414551:0.002196 
64.536583:0.006956 107.560974:0.008305 236.634140:0.632054 365.707306:0.007011 494.780487:0.427010 580.829285:0.006003 645.365845:0.004491 731.414612:0.216458 838.975586:0.002434 989.560974:0.123709 1075.609741:0.003520 1161.658569:0.003544 1226.195068:0.017322 1484.341431:0.004754 1720.975586:0.003010 4345.463379:0.002300 
64.536583:0.005337 107.560974:0.007726 150.585373:0.007608 236.634140:0.676723 344.195129:0.006315 494.780487:0.414959 602.341492:0.003957 731.414612:0.197372 989.560974:0.114073 1161.658569:0.002704 1226.195068:0.016463 1462.829224:0.004778 1720.975586:0.002917 1957.609741:0.002167 2215.756104:0.002443 4345.463379:0.002121 
64.536583:0.004493 129.073166:0.010848 236.634140:0.718279 387.219513:0.005586 494.780487:0.391284 602.341492:0.004196 731.414612:0.164066 989.560974:0.095678 1226.195068:0.014726 1462.829224:0.004609 1720.975586:0.002685 1957.609741:0.002176 2194.243896:0.002493 2452.390137:0.001334 4345.463379:0.001489 4410.000000:0.001367 
64.536583:0.004531 129.073166:0.011279 236.634140:0.749793 344.195129:0.005966 387.219513:0.007015 473.268280:0.378745 580.829285:0.006243 731.414612:0.128241 989.560974:0.078098 1226.195068:0.012464 1462.829224:0.003972 1720.975586:0.002490 1957.609741:0.002016 2215.756104:0.002594 2452.390137:0.001427 4410.000000:0.000943 
64.536583:0.004475 150.585373:0.009164 236.634140:0.772777 387.219513:0.009946 494.780487:0.362190 602.341492:0.004862 731.414612:0.097061 795.951233:0.004775 838.975586:0.001390 989.560974:0.063997 1226.195068:0.010051 1484.341431:0.003612 1720.975586:0.002350 1957.609741:0.001782 2215.756104:0.002737 2452.390137:0.001518 
21.512196:0.003182 86.048782:0.005058 129.073166:0.008354 236.634140:0.794972 322.682922:0.007913 387.219513:0.010462 494.780487:0.347047 580.829285:0.006322 731.414612:0.073156 989.560974:0.052128 1226.195068:0.008100 1484.341431:0.003369 1720.975586:0.002238 1979.121948:0.001676 2215.756104:0.002782 2452.390137:0.001744 
86.048782:0.005192 129.073166:0.008159 236.634140:0.820010 344.195129:0.007588 387.219513:0.009739 494.780487:0.324182 559.317078:0.007018 731.414612:0.056293 925.024414:0.003740 989.560974:0.042676 1226.195068:0.006993 1484.341431:0.003025 1720.975586:0.002146 1957.609741:0.001767 2215.756104:0.002721 2452.390137:0.002121 
107.560974:0.008075 236.634140:0.839878 387.219513:0.010184 494.780487:0.296847 580.829285:0.003454 623.853638:0.001742 666.878052:0.004720 731.414612:0.044587 860.487793:0.000883 989.560974:0.037030 1226.195068:0.006453 1484.341431:0.002748 1720.975586:0.002065 1957.609741:0.001941 2215.756104:0.002625 2452.390137:0.002450 
107.560974:0.008140 236.634140:0.846705 387.219513:0.007561 494.780487:0.273080 602.341492:0.001922 731.414612:0.036311 817.463440:0.000918 860.487793:0.000751 989.560974:0.036367 1118.634155:0.000275 1226.195068:0.006155 1484.341431:0.002638 1720.975586:0.001969 1957.609741:0.001995 2215.756104:0.002589 2452.390137:0.002499 
129.073166:0.006501 236.634140:0.840609 387.219513:0.007145 494.780487:0.255123 602.341492:0.002778 731.414612:0.029922 860.487793:0.000777 989.560974:0.039421 1161.658569:0.000759 1226.195068:0.005797 1484.341431:0.002657 1720.975586:0.001813 1871.561035:0.000148 1979.121948:0.002030 2215.756104:0.002574 2452.390137:0.002151 
129.073166:0.006175 236.634140:0.827448 365.707306:0.005088 494.780487:0.239532 602.341492:0.002312 752.926819:0.027390 989.560974:0.043277 1161.658569:0.000802 1226.195068:0.005284 1398.292725:0.000166 1484.341431:0.002666 1720.975586:0.001578 1871.561035:0.000146 1979.121948:0.002283 2215.756104:0.002347 2473.902344:0.001906 
107.560974:0.004474 258.146332:0.831823 365.707306:0.005970 494.780487:0.223260 623.853638:0.002928 752.926819:0.027948 817.463440:0.001031 989.560974:0.045115 1075.609741:0.000472 1161.658569:0.000657 1247.707275:0.004898 1484.341431:0.002548 1742.487793:0.001633 1979.121948:0.002253 2237.268311:0.002014 2473.902344:0.001667 
43.024391:0.002608 107.560974:0.005017 258.146332:0.859029 387.219513:0.006212 494.780487:0.203299 623.853638:0.002764 752.926819:0.028317 989.560974:0.043272 1097.121948:0.000456 1161.658569:0.000631 1247.707275:0.005335 1484.341431:0.002307 1742.487793:0.001646 1979.121948:0.001957 2237.268311:0.001970 2473.902344:0.001248 
43.024391:0.003417 86.048782:0.004534 129.073166:0.006058 258.146332:0.875088 344.195129:0.009737 387.219513:0.006615 494.780487:0.180544 623.853638:0.002211 752.926819:0.028337 989.560974:0.037855 1247.707275:0.005602 1505.853638:0.002150 1742.487793:0.001513 2000.634155:0.001830 2237.268311:0.001610 2473.902344:0.000821 
43.024391:0.004438 86.048782:0.004583 150.585373:0.006421 258.146332:0.869169 322.682922:0.015287 365.707306:0.007429 494.780487:0.154112 623.853638:0.001498 752.926819:0.028035 1011.073181:0.034112 1161.658569:0.001386 1247.707275:0.005268 1505.853638:0.002187 1742.487793:0.001249 2000.634155:0.001595 2237.268311:0.001127 
64.536583:0.005171 107.560974:0.003138 258.146332:0.834637 344.195129:0.007127 494.780487:0.126781 623.853638:0.001369 666.878052:0.000940 752.926819:0.027485 838.975586:0.001182 1011.073181:0.029879 1161.658569:0.002815 1247.707275:0.004045 1505.853638:0.002077 1764.000000:0.001041 2000.634155:0.001212 2258.780518:0.000753 
64.536583:0.005706 107.560974:0.002587 150.585373:0.003281 258.146332:0.768709 387.219513:0.003604 430.243896:0.006527 516.292664:0.104693 623.853638:0.001207 752.926819:0.026539 817.463440:0.001418 925.024414:0.003313 1011.073181:0.024218 1183.170776:0.004370 1269.219482:0.003657 1505.853638:0.001745 4044.292725:0.001086 
64.536583:0.005507 258.146332:0.672245 516.292664:0.092596 602.341492:0.001511 752.926819:0.025204 860.487793:0.001110 925.024414:0.003253 1011.073181:0.019016 1075.609741:0.001875 1183.170776:0.005323 1269.219482:0.002799 1441.317017:0.001096 1505.853638:0.001238 4044.292725:0.001648 4323.951172:0.000871 9745.024414:0.000939 
21.512196:0.001452 86.048782:0.005705 150.585373:0.002587 258.146332:0.552192 430.243896:0.008236 516.292664:0.077591 752.926819:0.023156 925.024414:0.003434 1011.073181:0.014804 1075.609741:0.001914 1183.170776:0.005453 1247.707275:0.001792 1333.756104:0.001667 1441.317017:0.001225 4044.292725:0.001877 9745.024414:0.001203 
21.512196:0.001442 86.048782:0.006248 258.146332:0.421865 494.780487:0.061546 752.926819:0.019966 925.024414:0.002575 1011.073181:0.011037 1097.121948:0.002593 1140.146362:0.001993 1183.170776:0.004784 1247.707275:0.001735 1333.756104:0.002103 3958.243896:0.001519 4044.292725:0.001769 4323.951172:0.001266 9745.024414:0.001282 
86.048782:0.005470 258.146332:0.300425 494.780487:0.055435 731.414612:0.018446 989.560974:0.008687 1097.121948:0.002730 1161.658569:0.003867 1247.707275:0.001395 1333.756104:0.002277 1441.317017:0.001192 3958.243896:0.001387 4044.292725:0.001497 4173.365723:0.001458 4323.951172:0.001502 4366.975586:0.001480 9745.024414:0.001162 
64.536583:0.004603 129.073166:0.002272 236.634140:0.203932 430.243896:0.003199 494.780487:0.049862 731.414612:0.021584 968.048767:0.006841 1161.658569:0.005189 1247.707275:0.001260 1333.756104:0.002176 1441.317017:0.001237 3979.756104:0.001198 4044.292725:0.001205 4173.365723:0.002054 4280.926758:0.001671 4366.975586:0.001718 
64.536583:0.003612 129.073166:0.001754 236.634140:0.144740 430.243896:0.002140 494.780487:0.044034 731.414612:0.024268 925.024414:0.001719 968.048767:0.006989 1075.609741:0.002241 1140.146362:0.005739 1247.707275:0.001472 1333.756104:0.001715 1462.829224:0.001622 4173.365723:0.002307 4280.926758:0.001990 4345.463379:0.001679 
64.536583:0.002623 236.634140:0.103964 494.780487:0.037184 731.414612:0.027146 882.000000:0.002374 968.048767:0.006683 1075.609741:0.002887 1140.146362:0.005934 1247.707275:0.001767 1312.243896:0.001472 1462.829224:0.001709 4022.780518:0.001479 4173.365723:0.002141 4280.926758:0.001649 4345.463379:0.001419 7615.316895:0.001778 
64.536583:0.001932 236.634140:0.075519 322.682922:0.001842 494.780487:0.030213 731.414612:0.029645 882.000000:0.003047 946.536560:0.006766 1011.073181:0.003619 1075.609741:0.004031 1140.146362:0.005525 1247.707275:0.001901 1462.829224:0.001382 4151.853516:0.001862 4259.414551:0.001541 4431.512207:0.001422 7615.316895:0.001907 
64.536583:0.001571 236.634140:0.053900 494.780487:0.022798 580.829285:0.001801 731.414612:0.029975 838.975586:0.003442 946.536560:0.007765 1011.073181:0.005355 1075.609741:0.005342 1140.146362:0.004900 1269.219482:0.002028 1312.243896:0.001582 4151.853516:0.001355 4259.414551:0.001333 4431.512207:0.001813 7615.316895:0.001676 
172.097565:0.001675 236.634140:0.036357 344.195129:0.001604 473.268280:0.015985 580.829285:0.004550 731.414612:0.026680 838.975586:0.005969 903.512207:0.007642 968.048767:0.009060 1075.609741:0.006233 1140.146362:0.004105 1269.219482:0.002155 1312.243896:0.001914 1613.414673:0.001501 4431.512207:0.001690 7636.829102:0.001549 
236.634140:0.022022 322.682922:0.003291 473.268280:0.013351 559.317078:0.006215 623.853638:0.009099 688.390259:0.022016 731.414612:0.020478 860.487793:0.009679 968.048767:0.010346 1075.609741:0.006466 1140.146362:0.003410 1290.731689:0.002376 1613.414673:0.001443 4453.024414:0.001435 7636.829102:0.001707 10003.170898:0.001648 
236.634140:0.011058 408.731720:0.002783 473.268280:0.010532 537.804871:0.007933 623.853638:0.011577 688.390259:0.022358 731.414612:0.015203 860.487793:0.012907 968.048767:0.009949 1075.609741:0.006493 1140.146362:0.002836 1290.731689:0.002975 1333.756104:0.001514 4044.292725:0.001488 7658.341309:0.001773 10003.170898:0.001778 
215.121948:0.004281 258.146332:0.005060 322.682922:0.003169 408.731720:0.003634 494.780487:0.008601 559.317078:0.007381 623.853638:0.010848 688.390259:0.020830 774.439026:0.007981 860.487793:0.014000 968.048767:0.008066 1011.073181:0.007142 1075.609741:0.006110 1140.146362:0.002602 1290.731689:0.003068 7658.341309:0.001767 
215.121948:0.001435 258.146332:0.002303 408.731720:0.003850 494.780487:0.007830 559.317078:0.007191 623.853638:0.007797 709.902466:0.018963 774.439026:0.007216 860.487793:0.012602 946.536560:0.006195 1011.073181:0.006829 1075.609741:0.005362 1140.146362:0.002917 1290.731689:0.002727 4366.975586:0.001670 7658.341309:0.001499 
